,Wavelength (nm),GE 200 W Clear,GE Wattmiser 52 W frosted,Spot 60 W,GE Reveal 3 Way
1512,1861,0.126517,0.0209706,0.0279148,0.0534722
1513,1862,0.126416,0.0209764,0.0279068,0.0534605
1514,1863,0.126385,0.0209758,0.0279051,0.0534527
1515,1864,0.126479,0.0209613,0.0279252,0.0534711
1516,1865,0.126504,0.0209562,0.0279075,0.0534911
1517,1866,0.126543,0.0209784,0.0279382,0.0535222
1518,1867,0.126537,0.0209679,0.0279704,0.0535405
1519,1868,0.126508,0.0209339,0.0279617,0.0535507
1520,1869,0.126473,0.0209041,0.0279657,0.0535818
1521,1870,0.12642,0.0208807,0.0279322,0.0535717
1522,1871,0.126321,0.02086,0.0278647,0.0535129
1523,1872,0.126122,0.0208281,0.0278359,0.0534303
1524,1873,0.125859,0.020798,0.0277979,0.0533149
1525,1874,0.125539,0.0207666,0.0277675,0.0531616
1526,1875,0.125075,0.0207219,0.0276844,0.0529771
1527,1876,0.124675,0.0206846,0.0275892,0.0527603
1528,1877,0.124269,0.0206648,0.027474,0.0525113
1529,1878,0.123848,0.020628,0.027334,0.0522672
1530,1879,0.123422,0.0205914,0.0272485,0.0520466
1531,1880,0.123038,0.0205594,0.0271758,0.0518406
1532,1881,0.122692,0.0205146,0.0270906,0.0516649
1533,1882,0.12238,0.020461,0.0270152,0.0515111
1534,1883,0.122087,0.0204248,0.0269482,0.0513706
1535,1884,0.121787,0.0203819,0.0268618,0.0512341
1536,1885,0.121562,0.0203431,0.026809,0.0511121
1537,1886,0.121396,0.0203105,0.0268036,0.0510005
1538,1887,0.12122,0.0202908,0.0267753,0.0509092
1539,1888,0.12106,0.0202858,0.0267244,0.0508144
1540,1889,0.120974,0.0202669,0.0267165,0.050755
1541,1890,0.120915,0.0202504,0.0266874,0.0507393
1542,1891,0.120897,0.0202486,0.0266322,0.0506845
1543,1892,0.120825,0.0202335,0.0266343,0.0506649
1544,1893,0.120785,0.0202004,0.0266271,0.0506659
1545,1894,0.12075,0.0201791,0.0266098,0.050649
1546,1895,0.120673,0.020169,0.0265846,0.0506197
1547,1896,0.120607,0.0201502,0.026585,0.0506319
1548,1897,0.12059,0.0201214,0.0265588,0.0506521
1549,1898,0.120553,0.020099,0.0265467,0.0506477
1550,1899,0.120528,0.0200808,0.0265493,0.0506359
1551,1900,0.120404,0.0200616,0.0265294,0.050639
1552,1901,0.120322,0.0200308,0.0265259,0.0506215
1553,1902,0.120301,0.0199904,0.0265222,0.0505674
1554,1903,0.120175,0.0199627,0.0265179,0.0505391
1555,1904,0.119973,0.0199326,0.0265262,0.0505184
1556,1905,0.119789,0.0199032,0.0264914,0.0504545
1557,1906,0.119581,0.0198835,0.0264343,0.0503528
1558,1907,0.119353,0.0198618,0.0263657,0.0502524
1559,1908,0.119063,0.0198351,0.0262947,0.0501533
1560,1909,0.118836,0.0198071,0.0262254,0.050032
1561,1910,0.118621,0.0197799,0.0262004,0.0499268
1562,1911,0.118413,0.0197568,0.026161,0.0498319
1563,1912,0.118192,0.0197301,0.0261019,0.0497325
1564,1913,0.117985,0.0197013,0.0260549,0.0496355
1565,1914,0.117801,0.0196697,0.0260102,0.0495312
1566,1915,0.1176,0.019632,0.0259679,0.0493995
1567,1916,0.117404,0.019602,0.0259311,0.0493075
1568,1917,0.117249,0.0195683,0.0259005,0.0492246
1569,1918,0.117079,0.01954,0.0258677,0.049173
1570,1919,0.116911,0.0195245,0.0258211,0.0490919
1571,1920,0.116712,0.0195028,0.0257859,0.0490038
1572,1921,0.116507,0.0194802,0.0257672,0.048914
1573,1922,0.11629,0.0194583,0.0257322,0.048763
1574,1923,0.116097,0.0194316,0.0256624,0.0486246
1575,1924,0.115903,0.0193967,0.025595,0.0485316
1576,1925,0.115667,0.0193686,0.0255396,0.0484227
1577,1926,0.11543,0.0193471,0.0254633,0.0483064
1578,1927,0.115197,0.0193145,0.0254002,0.0481885
1579,1928,0.11488,0.019264,0.0253618,0.0480754
1580,1929,0.11464,0.0192366,0.0253115,0.0479547
1581,1930,0.114496,0.0192343,0.0252636,0.0478282
1582,1931,0.114298,0.0192031,0.0252092,0.0477035
1583,1932,0.114096,0.0191662,0.0251456,0.0475971
1584,1933,0.113889,0.019127,0.0251192,0.0475068
1585,1934,0.113713,0.0191045,0.0250826,0.0474058
1586,1935,0.113544,0.0190716,0.0250115,0.0473022
1587,1936,0.113343,0.0190389,0.0249569,0.0471998
1588,1937,0.113153,0.0190263,0.0249137,0.0470768
1589,1938,0.112971,0.0190104,0.0248763,0.0469891
1590,1939,0.112742,0.018983,0.0248386,0.0469408
1591,1940,0.112541,0.0189517,0.0247972,0.0468612
1592,1941,0.112396,0.0189292,0.0247693,0.0467819
1593,1942,0.112227,0.0189079,0.0247297,0.0467014
1594,1943,0.112048,0.0188824,0.0246689,0.0466134
1595,1944,0.111835,0.0188382,0.0246265,0.0465047
1596,1945,0.11166,0.0188062,0.0245957,0.0464273
1597,1946,0.111477,0.0187785,0.0245538,0.0463645
1598,1947,0.111323,0.0187595,0.024516,0.0462913
1599,1948,0.111227,0.0187471,0.0244802,0.0462119
1600,1949,0.111058,0.0187238,0.0244509,0.0461404
1601,1950,0.110826,0.0187094,0.0244277,0.0460788
1602,1951,0.110657,0.0186877,0.0243897,0.0460022
1603,1952,0.110493,0.0186396,0.0243405,0.0459175
1604,1953,0.110319,0.0186106,0.024316,0.0458382
1605,1954,0.11016,0.0185896,0.0242848,0.045771
1606,1955,0.110044,0.0185828,0.0242464,0.0456933
1607,1956,0.109912,0.0185642,0.024234,0.0456351
1608,1957,0.109784,0.0185536,0.0242055,0.0455919
1609,1958,0.1096,0.0185294,0.0241668,0.0455329
1610,1959,0.10937,0.0184824,0.0241049,0.0454627
1611,1960,0.109218,0.0184616,0.0240657,0.0453998
1612,1961,0.109101,0.0184671,0.024036,0.045349
1613,1962,0.108905,0.0184396,0.0239985,0.0452765
1614,1963,0.108694,0.0183902,0.0239646,0.0451785
1615,1964,0.108536,0.0183673,0.0239247,0.0451018
1616,1965,0.108366,0.0183459,0.0238783,0.0450231
1617,1966,0.108122,0.0183103,0.0238217,0.0449462
1618,1967,0.107924,0.0182783,0.0237751,0.0448715
1619,1968,0.107801,0.0182681,0.0237446,0.0448029
1620,1969,0.107643,0.0182492,0.023729,0.0447446
1621,1970,0.10743,0.0182134,0.0237,0.0446854
1622,1971,0.107243,0.018181,0.0236665,0.0446176
1623,1972,0.107104,0.0181577,0.0236262,0.0445565
1624,1973,0.106946,0.0181376,0.0235982,0.0444954
1625,1974,0.106739,0.0181089,0.023569,0.0444167
1626,1975,0.106566,0.018081,0.0235353,0.0443457
1627,1976,0.106423,0.0180593,0.0235136,0.0442766
1628,1977,0.106282,0.0180465,0.0234721,0.0442241
1629,1978,0.10614,0.0180342,0.0234148,0.0441695
1630,1979,0.106003,0.0180206,0.0233864,0.0441235
1631,1980,0.105859,0.0179991,0.0233646,0.0440702
1632,1981,0.105719,0.0179818,0.0233269,0.0440058
1633,1982,0.105557,0.0179631,0.0232995,0.0439503
1634,1983,0.105369,0.0179359,0.0232822,0.0438897
1635,1984,0.105209,0.0179034,0.02326,0.0438304
1636,1985,0.105067,0.017866,0.0232473,0.0437893
1637,1986,0.104896,0.017843,0.0232128,0.0437292
1638,1987,0.104699,0.0178173,0.0231559,0.0436455
1639,1988,0.104541,0.0177957,0.0231229,0.0435792
1640,1989,0.104393,0.0177783,0.0230964,0.0435185
1641,1990,0.104223,0.017753,0.023055,0.0434477
1642,1991,0.104072,0.0177351,0.0230212,0.043395
1643,1992,0.103954,0.0177013,0.0229771,0.0433418
1644,1993,0.10381,0.0176818,0.0229224,0.0432658
1645,1994,0.103653,0.0176821,0.022885,0.0432164
1646,1995,0.103503,0.0176736,0.0228494,0.0431617
1647,1996,0.103357,0.0176669,0.0228406,0.043108
1648,1997,0.103213,0.017649,0.0228072,0.0430432
1649,1998,0.103062,0.0176153,0.0227527,0.042974
1650,1999,0.10291,0.0175993,0.0227171,0.0429128
1651,2000,0.102766,0.0175894,0.0226868,0.0428486
1652,2001,0.10264,0.0175771,0.0226572,0.042787
1653,2002,0.102448,0.0175505,0.0226274,0.0427335
1654,2003,0.102284,0.0175437,0.0226138,0.0426826
1655,2004,0.10215,0.0175255,0.0226162,0.0426348
1656,2005,0.102031,0.0174845,0.0226044,0.0425944
1657,2006,0.10188,0.0174559,0.0225717,0.0425366
1658,2007,0.101751,0.0174373,0.0225305,0.0424725
1659,2008,0.101603,0.0174181,0.022498,0.0424207
1660,2009,0.10142,0.0173996,0.0224401,0.0423731
1661,2010,0.101244,0.0173762,0.0224024,0.0423094
1662,2011,0.101076,0.0173498,0.022395,0.0422508
1663,2012,0.100896,0.0173316,0.0223627,0.0421806
1664,2013,0.100696,0.017318,0.0223076,0.042071
1665,2014,0.100502,0.0172987,0.022273,0.0419954
1666,2015,0.100353,0.0172779,0.0222634,0.041935
1667,2016,0.100196,0.017251,0.0222165,0.0418907
1668,2017,0.100013,0.0172207,0.0221639,0.0418465
1669,2018,0.0998181,0.0171625,0.0221383,0.0417969
1670,2019,0.0996386,0.0171381,0.0221017,0.0417367
1671,2020,0.0994464,0.0171398,0.0220523,0.0416718
1672,2021,0.0992888,0.0171284,0.0220211,0.0416053
1673,2022,0.099184,0.0171295,0.0220099,0.0415252
1674,2023,0.0990304,0.0171147,0.0219804,0.0414612
1675,2024,0.0988639,0.0170861,0.0219436,0.0413988
1676,2025,0.0986791,0.0170599,0.0219105,0.041338
1677,2026,0.0984967,0.0170195,0.0218737,0.0413022
1678,2027,0.0983386,0.0169953,0.0218387,0.041238
1679,2028,0.0981699,0.0169967,0.0218047,0.0411399
1680,2029,0.0979924,0.016973,0.0217754,0.0410777
1681,2030,0.097838,0.0169437,0.0217563,0.0410425
1682,2031,0.0976673,0.0169059,0.021728,0.0409783
1683,2032,0.0975029,0.016882,0.0216908,0.0409099
1684,2033,0.0973725,0.0168524,0.0216509,0.0408561
1685,2034,0.0972179,0.0168226,0.0216117,0.0407938
1686,2035,0.0970403,0.016805,0.0215622,0.0407108
1687,2036,0.0968789,0.0167893,0.0215228,0.0406348
1688,2037,0.0967229,0.0167675,0.0214841,0.0405599
1689,2038,0.0965758,0.0167407,0.0214557,0.0404999
1690,2039,0.0964238,0.0167139,0.0214346,0.0404317
1691,2040,0.0962989,0.0167054,0.0214119,0.0403775
1692,2041,0.0961832,0.0166816,0.0214103,0.0403611
1693,2042,0.0960226,0.0166494,0.021386,0.0403205
1694,2043,0.0958656,0.0166226,0.0213547,0.0402772
1695,2044,0.0956949,0.016607,0.021302,0.0402117
1696,2045,0.0955229,0.0165801,0.0212515,0.0401269
1697,2046,0.0953381,0.0165345,0.0212192,0.0400768
1698,2047,0.0951731,0.0165132,0.0211921,0.0400193
1699,2048,0.0950142,0.0165094,0.0211832,0.0399626
1700,2049,0.0948641,0.016495,0.0211672,0.0399098
1701,2050,0.0947474,0.0164934,0.0211653,0.039874
1702,2051,0.0945984,0.0164766,0.0211345,0.0398157
1703,2052,0.094407,0.0164431,0.0210947,0.039745
1704,2053,0.0942801,0.0164177,0.0210486,0.0396789
1705,2054,0.0941727,0.0163898,0.0209656,0.0396023
1706,2055,0.0939954,0.0163621,0.0209177,0.0395378
1707,2056,0.0938627,0.0163635,0.0208845,0.0394881
1708,2057,0.093761,0.0163568,0.0208523,0.039428
1709,2058,0.0936096,0.0163331,0.0208307,0.039364
1710,2059,0.0933983,0.0162871,0.0208222,0.0393053
1711,2060,0.0932453,0.0162782,0.0208064,0.0392471
1712,2061,0.0930995,0.0162903,0.0207946,0.0391831
1713,2062,0.0929461,0.0162603,0.0207709,0.0391239
1714,2063,0.0928182,0.0162145,0.0207477,0.0390717
1715,2064,0.0926844,0.0162046,0.0207112,0.039016
1716,2065,0.0925695,0.0161968,0.0206475,0.0389526
1717,2066,0.0923821,0.0161605,0.0206144,0.0388995
1718,2067,0.0921795,0.0161325,0.0205991,0.0388586
1719,2068,0.0920653,0.0161437,0.0205656,0.0388061
1720,2069,0.0919547,0.0161337,0.0205288,0.0387517
1721,2070,0.0917925,0.0160833,0.0205023,0.0386961
1722,2071,0.0916389,0.0160614,0.0204715,0.0386188
1723,2072,0.0915022,0.0160491,0.0204354,0.0385602
1724,2073,0.0913646,0.0160341,0.0203983,0.0385121
1725,2074,0.0912162,0.0160044,0.0203779,0.0384706
1726,2075,0.0910648,0.0159755,0.0203628,0.0384169
1727,2076,0.0909372,0.0159517,0.0203429,0.0383619
1728,2077,0.0907849,0.0159379,0.0203211,0.0383181
1729,2078,0.0905903,0.0159182,0.0203279,0.0382877
1730,2079,0.0904428,0.0158948,0.0203009,0.0382247
1731,2080,0.0903253,0.0158863,0.0202418,0.0381461
1732,2081,0.0901988,0.0158871,0.0202024,0.038098
1733,2082,0.09011,0.0158503,0.0201567,0.0380438
1734,2083,0.0900083,0.0158044,0.0201292,0.0379881
1735,2084,0.089877,0.0157896,0.0201218,0.0379616
1736,2085,0.0897232,0.0157849,0.0200948,0.0379202
1737,2086,0.0895229,0.0157555,0.0200687,0.0378675
1738,2087,0.0893585,0.0157111,0.0200437,0.0377992
1739,2088,0.0892269,0.0156907,0.0200051,0.0377102
1740,2089,0.0891333,0.0156686,0.0199725,0.0376516
1741,2090,0.0890004,0.0156468,0.0199437,0.0375985
1742,2091,0.0888765,0.0156506,0.0199279,0.0375349
1743,2092,0.0887593,0.015638,0.0198969,0.0374746
1744,2093,0.0886234,0.0156091,0.0198528,0.0374391
1745,2094,0.0884767,0.0155736,0.0198271,0.0373946
1746,2095,0.0883519,0.0155269,0.019805,0.0373289
1747,2096,0.0882173,0.015503,0.0197828,0.0372756
1748,2097,0.0880708,0.015486,0.0197797,0.037252
1749,2098,0.0878899,0.015458,0.0197566,0.0372018
1750,2099,0.0877172,0.015454,0.0197195,0.0371206
1751,2100,0.087525,0.0154313,0.019686,0.0370616
1752,2101,0.0873554,0.0153952,0.0196395,0.0370016
1753,2102,0.0872527,0.0153664,0.0196043,0.0369523
1754,2103,0.087191,0.0153476,0.0195766,0.0369262
1755,2104,0.0870979,0.0153377,0.0195458,0.0368813
1756,2105,0.0869557,0.015315,0.0195294,0.0368305
1757,2106,0.0867363,0.0152837,0.0194886,0.0367794
1758,2107,0.0865882,0.015263,0.0194545,0.0367165
1759,2108,0.0864574,0.0152447,0.0194144,0.036632
1760,2109,0.0863078,0.0152248,0.0193818,0.0365733
1761,2110,0.086171,0.0152124,0.0193425,0.0365193
1762,2111,0.0860373,0.0151917,0.0193208,0.0364633
1763,2112,0.0859124,0.0151706,0.019316,0.036416
1764,2113,0.0857195,0.0151309,0.0192956,0.0363629
1765,2114,0.0855313,0.0150901,0.019279,0.0363039
1766,2115,0.0853667,0.015071,0.0192589,0.0362484
1767,2116,0.0852043,0.0150452,0.0192398,0.0361983
1768,2117,0.0850571,0.0150103,0.0191993,0.0361405
1769,2118,0.0848939,0.0149933,0.0191363,0.0360709
1770,2119,0.0847297,0.0149818,0.0190963,0.036017
1771,2120,0.0845849,0.0149536,0.019034,0.0359729
1772,2121,0.0844278,0.0149318,0.0190021,0.0359251
1773,2122,0.0842893,0.0149183,0.0190208,0.0359007
1774,2123,0.0842274,0.0149052,0.019026,0.0358489
1775,2124,0.0840873,0.0148727,0.0190026,0.0357985
1776,2125,0.0838806,0.0148477,0.0189626,0.035735
1777,2126,0.0837286,0.0148257,0.0189465,0.0356817
1778,2127,0.0836005,0.0147786,0.0189192,0.0356267
1779,2128,0.0834468,0.0147419,0.0188941,0.0355768
1780,2129,0.0833184,0.0147212,0.0188958,0.0355369
1781,2130,0.0831244,0.0146962,0.0188766,0.0354864
1782,2131,0.0829184,0.0146684,0.0188259,0.0354256
1783,2132,0.0827583,0.0146511,0.0188001,0.0353818
1784,2133,0.0825999,0.0146224,0.0187946,0.0353527
1785,2134,0.0824437,0.0146087,0.018777,0.0353065
1786,2135,0.0823018,0.0146045,0.0187704,0.0352562
1787,2136,0.0821803,0.0145869,0.0187404,0.0352156
1788,2137,0.0820348,0.0145954,0.0186634,0.0351742
1789,2138,0.0818651,0.0145843,0.0186367,0.0351204
1790,2139,0.0817303,0.0145571,0.0186435,0.0350481
1791,2140,0.081606,0.0144887,0.0186236,0.0350133
1792,2141,0.081483,0.0144752,0.0186051,0.0349895
1793,2142,0.0813593,0.0144813,0.0186158,0.0349776
1794,2143,0.0812844,0.0144674,0.0186026,0.0349214
1795,2144,0.0812527,0.0144654,0.0185607,0.0348683
1796,2145,0.081183,0.0144644,0.0185215,0.0348258
1797,2146,0.0811173,0.01445,0.0184818,0.0347426
1798,2147,0.0810718,0.01444,0.018462,0.034688
1799,2148,0.0810236,0.0144411,0.0184318,0.0346777
1800,2149,0.0809594,0.0144495,0.0184096,0.0346458
1801,2150,0.0808795,0.014427,0.018413,0.034583
1802,2151,0.0808806,0.0144228,0.0184144,0.0345467
1803,2152,0.080892,0.0144412,0.0184118,0.0345464
1804,2153,0.0807923,0.0144278,0.0183994,0.0345125
1805,2154,0.0806855,0.0144089,0.0184026,0.0344556
1806,2155,0.0806711,0.014406,0.0183911,0.0344127
1807,2156,0.0806422,0.0144037,0.0183494,0.0343634
1808,2157,0.0805469,0.0143982,0.0183193,0.0343178
1809,2158,0.0804934,0.0144016,0.0182878,0.0342824
1810,2159,0.0804977,0.0144188,0.0182685,0.0342479
1811,2160,0.080437,0.0144201,0.0182554,0.0342145
1812,2161,0.0803022,0.014418,0.018251,0.0341876
1813,2162,0.0802608,0.0144195,0.0182361,0.0341421
1814,2163,0.0802799,0.0144184,0.018224,0.0340787
1815,2164,0.0802319,0.0144163,0.018219,0.0340569
1816,2165,0.0801785,0.0144153,0.0182132,0.0340488
1817,2166,0.0801633,0.0144105,0.018198,0.0340171
1818,2167,0.0801652,0.0143958,0.0181832,0.0340031
1819,2168,0.0800482,0.0143847,0.0181777,0.0339799
1820,2169,0.0800166,0.0144041,0.0181748,0.033926
1821,2170,0.0800516,0.014424,0.0181512,0.0338826
1822,2171,0.0800316,0.0144239,0.0181314,0.0338621
1823,2172,0.0800046,0.0144207,0.0181064,0.0338252
1824,2173,0.079967,0.0144092,0.0180411,0.033758
1825,2174,0.0799203,0.0143893,0.018007,0.0337117
1826,2175,0.0798727,0.014391,0.0180104,0.0336854
1827,2176,0.0798098,0.0143968,0.017988,0.0336466
1828,2177,0.0797591,0.0143792,0.0179432,0.0336085
1829,2178,0.0796613,0.0143683,0.0179243,0.0335672
1830,2179,0.0795932,0.0143721,0.0179162,0.0335057
1831,2180,0.0795074,0.014396,0.0178995,0.0334641
1832,2181,0.0794542,0.0143924,0.017886,0.0334295
1833,2182,0.0794689,0.0143824,0.0178969,0.0334112
1834,2183,0.0794065,0.0143826,0.0178839,0.0333734
1835,2184,0.0792753,0.0143733,0.0178478,0.0333411
1836,2185,0.0791953,0.0143593,0.0178273,0.033293
1837,2186,0.0791342,0.0143511,0.0178201,0.0332201
1838,2187,0.0790452,0.0143501,0.0177932,0.0331717
1839,2188,0.0789534,0.0143409,0.0177468,0.0331348
1840,2189,0.0788863,0.0143367,0.0177259,0.0330877
1841,2190,0.0788032,0.0143319,0.0177142,0.0330398
1842,2191,0.0787221,0.0143323,0.0176899,0.0329966
1843,2192,0.0786977,0.0143189,0.0176778,0.0329505
1844,2193,0.0786682,0.0143021,0.0176565,0.0329067
1845,2194,0.0785646,0.0143001,0.0176063,0.032862
1846,2195,0.078469,0.0143008,0.0175804,0.0328311
1847,2196,0.0784461,0.014293,0.0175669,0.0328195
1848,2197,0.0784038,0.0142785,0.0175597,0.0327856
1849,2198,0.0783218,0.0142681,0.0175767,0.0327555
1850,2199,0.078265,0.0142621,0.0175744,0.0327201
1851,2200,0.0782005,0.0142724,0.0175749,0.0326409
1852,2201,0.0781059,0.0142743,0.0175624,0.0325956
1853,2202,0.078006,0.014266,0.0175458,0.0325832
1854,2203,0.0779344,0.0142602,0.017489,0.0325609
1855,2204,0.0778511,0.0142453,0.017466,0.0325246
1856,2205,0.0777139,0.014202,0.0174429,0.0324931
1857,2206,0.077601,0.0141854,0.0174266,0.0324501
1858,2207,0.0775159,0.0141801,0.017429,0.0323717
1859,2208,0.0774228,0.0141667,0.017408,0.032339
1860,2209,0.0773216,0.0141657,0.0173808,0.0323471
1861,2210,0.0772251,0.0141549,0.0173458,0.0322977
1862,2211,0.0771499,0.0141304,0.0172829,0.0322225
1863,2212,0.0770285,0.0141124,0.0172569,0.0321818
1864,2213,0.0769394,0.0141112,0.017244,0.0321263
1865,2214,0.076871,0.0140928,0.0172311,0.0320815
1866,2215,0.0767692,0.0140742,0.017257,0.0320759
1867,2216,0.0766713,0.01405,0.0172386,0.0320511
1868,2217,0.0765818,0.0140132,0.0171777,0.0320047
1869,2218,0.0764606,0.0139957,0.0171537,0.0319666
1870,2219,0.076352,0.0139951,0.0171254,0.0319505
1871,2220,0.0762326,0.0139926,0.0171087,0.0319136
1872,2221,0.0760745,0.0139672,0.0171444,0.0318577
1873,2222,0.0759261,0.013934,0.0171344,0.031804
1874,2223,0.0757973,0.013917,0.0170783,0.031729
1875,2224,0.075703,0.0139064,0.0170548,0.0316798
1876,2225,0.0755627,0.0138936,0.0170338,0.0316618
1877,2226,0.0753761,0.0138845,0.0170079,0.0316153
1878,2227,0.0752448,0.0138687,0.0169875,0.0315618
1879,2228,0.0751239,0.0138274,0.0169937,0.0315097
1880,2229,0.0749687,0.0137956,0.0169689,0.0314617
1881,2230,0.0748425,0.0137723,0.0169189,0.0313904
1882,2231,0.0746942,0.0137497,0.0168908,0.0313446
1883,2232,0.0744818,0.0137226,0.0168723,0.0313327
1884,2233,0.0742938,0.013697,0.0168413,0.0312885
1885,2234,0.0741634,0.0136874,0.0167989,0.0312198
1886,2235,0.0739954,0.0136625,0.016782,0.0311816
1887,2236,0.0737586,0.0136166,0.0167673,0.0311602
1888,2237,0.0735561,0.0135801,0.0167623,0.0311159
1889,2238,0.0733467,0.0135375,0.0168002,0.0310717
1890,2239,0.0732053,0.0135171,0.0167879,0.0310326
1891,2240,0.0730412,0.0134914,0.0167448,0.0309856
1892,2241,0.0728561,0.0134659,0.0167202,0.0309308
1893,2242,0.0726962,0.0134392,0.0166831,0.0308842
1894,2243,0.0724885,0.0134013,0.0166474,0.0308294
1895,2244,0.0722164,0.0133555,0.0166209,0.0307379
1896,2245,0.0720229,0.01333,0.0165938,0.0306811
1897,2246,0.0718806,0.0133268,0.0165427,0.0306523
1898,2247,0.0716073,0.0132854,0.016522,0.0306123
1899,2248,0.0713241,0.0132209,0.0165443,0.0305962
1900,2249,0.0711899,0.0131966,0.0165362,0.0305541
1901,2250,0.071051,0.013178,0.0165289,0.0304794
1902,2251,0.0708452,0.0131277,0.0165142,0.0304291
1903,2252,0.0706977,0.0130836,0.0164718,0.0303766
1904,2253,0.070559,0.01304,0.0164406,0.0303314
1905,2254,0.0703833,0.0130131,0.016408,0.0303115
1906,2255,0.0701437,0.0129795,0.0163865,0.030282
1907,2256,0.0699719,0.0129576,0.0163722,0.0302505
1908,2257,0.069837,0.0129723,0.0163646,0.0302186
1909,2258,0.0696629,0.0129583,0.0163558,0.0301718
1910,2259,0.0694594,0.0129224,0.0163605,0.0301161
1911,2260,0.0693214,0.0128954,0.0163476,0.0300622
1912,2261,0.0692254,0.0128718,0.0163258,0.0299924
1913,2262,0.0690722,0.0128422,0.0163072,0.0299426
1914,2263,0.068901,0.0127933,0.0162849,0.0299128
1915,2264,0.0687942,0.0127708,0.0162613,0.0298546
1916,2265,0.0687031,0.0127632,0.0162384,0.0297791
1917,2266,0.068568,0.0127488,0.0162105,0.0297274
1918,2267,0.0684326,0.0127427,0.0161709,0.0296729
1919,2268,0.068381,0.0127492,0.0161485,0.0296225
1920,2269,0.0683345,0.0127276,0.0161325,0.0295958
1921,2270,0.0682012,0.0127063,0.0161147,0.0295529
1922,2271,0.068066,0.0126841,0.0161071,0.0294958
1923,2272,0.0680268,0.0126463,0.0160935,0.0294408
1924,2273,0.0679173,0.012617,0.0160732,0.0293843
1925,2274,0.0677512,0.012603,0.0160569,0.0293326
1926,2275,0.0677552,0.0125932,0.0160523,0.0292781
1927,2276,0.0677246,0.0125664,0.0160287,0.0292227
1928,2277,0.0675298,0.0125353,0.0159796,0.0291749
1929,2278,0.0674086,0.0125249,0.0159584,0.0291223
1930,2279,0.0673633,0.0125105,0.0159569,0.0290628
1931,2280,0.0672499,0.0124849,0.0159289,0.0290038
1932,2281,0.0670729,0.0124673,0.0158966,0.0289448
1933,2282,0.0669674,0.012466,0.0158729,0.0288829
1934,2283,0.0669267,0.0124733,0.0158214,0.0288094
1935,2284,0.0667679,0.0124551,0.015789,0.02875
1936,2285,0.066585,0.0124016,0.015784,0.0287076
1937,2286,0.0665058,0.0123545,0.0157797,0.028653
1938,2287,0.0664036,0.0123247,0.0157896,0.0285926
1939,2288,0.0662513,0.0122921,0.0157822,0.0285411
1940,2289,0.0661053,0.0122728,0.0157688,0.0284887
1941,2290,0.065993,0.0122899,0.0157581,0.0284271
1942,2291,0.065887,0.0122692,0.0157393,0.0283745
1943,2292,0.0657472,0.0122112,0.0157016,0.028342
1944,2293,0.0656041,0.0121997,0.0156759,0.0282764
1945,2294,0.0655034,0.0122188,0.0156608,0.02819
1946,2295,0.0653976,0.0122002,0.0156291,0.0281183
1947,2296,0.0652408,0.0121744,0.0155749,0.0280324
1948,2297,0.0651223,0.0121712,0.0155624,0.0279717
1949,2298,0.0650728,0.0121589,0.0155763,0.0279367
1950,2299,0.0649945,0.0121478,0.0155565,0.0278818
1951,2300,0.0648963,0.0121686,0.0155483,0.027835
1952,2301,0.0647799,0.0121601,0.0155244,0.0277635
1953,2302,0.0646405,0.0121154,0.0154632,0.0276651
1954,2303,0.0645544,0.0120938,0.0154247,0.0275899
1955,2304,0.0644879,0.0120892,0.015398,0.0275124
1956,2305,0.0644145,0.0120768,0.0153774,0.0274443
1957,2306,0.0643671,0.0120681,0.0153607,0.0274014
1958,2307,0.064341,0.0120418,0.0153385,0.0273342
1959,2308,0.0642899,0.0120413,0.0153201,0.0272619
1960,2309,0.0641905,0.0120431,0.0153116,0.0271761
1961,2310,0.0641212,0.0120274,0.0153013,0.0270486
1962,2311,0.0640763,0.0120359,0.0152923,0.0269776
1963,2312,0.0640188,0.0120723,0.0153294,0.0269393
1964,2313,0.0639415,0.0120738,0.0153003,0.0268783
1965,2314,0.0638606,0.0120518,0.0151951,0.0268592
1966,2315,0.0638047,0.0120576,0.0151596,0.0267979
1967,2316,0.0637749,0.0120751,0.0151373,0.0266848
1968,2317,0.0636982,0.0120726,0.0151007,0.0265934
1969,2318,0.0636113,0.012082,0.0150978,0.0264895
1970,2319,0.0635907,0.0121068,0.0150903,0.0264111
1971,2320,0.0635319,0.0120862,0.0150697,0.0263621
1972,2321,0.0634444,0.0120534,0.0150319,0.0262939
1973,2322,0.063412,0.0120487,0.0149885,0.0262269
1974,2323,0.0633581,0.0120478,0.0149655,0.0261648
1975,2324,0.0632352,0.012033,0.0149114,0.026098
1976,2325,0.0631134,0.0120101,0.0148892,0.0260254
1977,2326,0.063022,0.0120159,0.0149398,0.0259472
1978,2327,0.0629038,0.0120216,0.0149445,0.0258859
1979,2328,0.0627911,0.0119978,0.0149321,0.0258592
1980,2329,0.0627204,0.0119931,0.014914,0.0257802
1981,2330,0.062644,0.0120092,0.014868,0.0256573
1982,2331,0.0625466,0.0119941,0.0148308,0.0255797
1983,2332,0.0624244,0.0119656,0.0147784,0.0254909
1984,2333,0.062247,0.0119224,0.014756,0.0253981
1985,2334,0.0621654,0.0118991,0.0147673,0.0253699
1986,2335,0.0621478,0.011855,0.0147263,0.0253177
1987,2336,0.0620301,0.0118257,0.0147061,0.025268
